site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,prod_size,dev_stat,ore,gangue,work_type,hrock_type,arock_type
Santa Eulalia,28.62855,-105.74382,NA,Mexico,Chihuahua,,M,"Silver, Zinc, Lead",Copper,,Underground,,Producer,,,Underground,,
Coppermine River Wreck Lake,67.40715,-116.41853,NA,Canada,Northwest Territories,,M,Copper,Silver,,Surface,,Prospect,,,Surface,,
High Lake,67.3795,-110.8568,NA,Canada,Northwest Territories,,M,"Copper, Zinc","Silver, Gold",,Underground,,Prospect,,,Underground,,
Charcas,23.11716,-101.10038,NA,Mexico,San Luis Potosi,,M,Zinc,"Copper, Lead, Silver",,Underground,,Producer,,,Underground,,
Berg,53.80258,-127.43217,NA,Canada,British Columbia,,M,Copper,"Silver, Molybdenum",,Surface,,Prospect,,,Surface,,
Crean Hill Mine,46.42919,-81.35149,NA,Canada,Ontario,,M,Nickel,Copper,"Silver, Platinum, Palladium, PGE, Gold, Cobalt",Underground,,Producer,,,Underground,,
Polaris,75.39572,-96.93427,NA,Canada,Northwest Territories,,M,"Lead, Zinc",Silver,,Underground,,Producer,,,Underground,,
Sa Dena Hes,60.33318,-128.50192,NA,Canada,,,M,Zinc,"Silver, Lead",,Underground,,Producer,,,Underground,,
Inguaran,18.88535,-101.50258,NA,Mexico,Michoacan De Ocampo,,M,"Tungsten, Copper",,"Iron, Silver",Underground,,Past Producer,,,Underground,,
Hardy-Boundary,46.37999,-81.37979,NA,Canada,Ontario,,M,"Nickel, Copper",,,Surface-Underground,,Past Producer,,,"Surface, Underground",,
Chisel Lake Mine,54.83334,-100.11556,NA,Canada,Manitoba,,M,"Zinc, Copper, Lead","Gold, Silver",,Underground,,Producer,,,Underground,,
Key Lake Uranium Mine,57.18335,-105.56754,NA,Canada,Saskatchewan,,M,Uranium,"Cobalt, Nickel",,Surface,,Occurrence,,,Surface,,
Penhale,46.01666,-71.39944,NA,Canada,Quebec,,N,Asbestos,,,Underground,,Prospect,,,"Surface, Underground",,
Ansil,48.35829,-79.1247,NA,Canada,Quebec,,M,"Copper, Gold","Silver, Zinc, Lead",,Underground,,Past Producer,,,Underground,,
Thierry,51.50002,-90.34183,NA,Canada,Ontario,,M,Copper,"Silver, Nickel, Gold",,Underground,,Past Producer,,,Underground,,
Mattabi,49.88109,-98.98466,NA,Canada,Ontario,,M,"Zinc, Silver, Lead, Copper",Gold,,Underground,,Past Producer,,,"Surface, Underground",,
Rey De La Plata,18.25068,-99.25032,NA,Mexico,Guerrero,,M,Gold,"Lead, Silver, Zinc",,Underground,,Prospect,,,Underground,,
Barita De Santa Rosa Musquiz,27.80029,-101.4754,NA,Mexico,Michoacan De Ocampo,,N,Barium-Barite,,,Underground,,Producer,,,Underground,,
Tunp Range Combined,42.1,-110.8167,NA,United States,Wyoming,Lincoln,N,Phosphorus-Phosphates,,"Uranium, Water, Free",Surface-Underground,,Prospect,,,"Surface, Underground",,
Coleman Mine,46.67499,-81.33729,NA,Canada,Ontario,,M,Nickel,"Cobalt, Silver, Gold, Copper","Palladium, PGE, Platinum",Underground,,Producer,,,Underground,,
Nanisivik,73.03394,-84.49977,NA,Canada,Northwest Territories,,M,Zinc,"Silver, Lead",,Underground,,Producer,,,Underground,,
Santo Domingo,24.29039,-111.00063,NA,Mexico,Baja California Sur,,N,Phosphorus-Phosphates,,,Surface,,Prospect,,,Surface,,
Myra Falls Complex,49.57477,-125.59308,NA,Canada,,,M,"Copper, Zinc","Gold, Silver, Lead",,Underground,,Producer,,,Underground,,
Hackett River,65.91697,-108.36797,NA,Canada,Northwest Territories,,M,"Copper, Zinc, Lead","Gold, Silver",,Underground,,Prospect,,,Underground,,
Gaspe Copper,48.96663,-65.51589,NA,Canada,Quebec,,M,Copper,"Silver, Molybdenum, Gold","Selenium, Bismuth",Surface-Underground,,Producer,,,Underground,,
Lindsley Mine,46.55829,-80.99008,NA,Canada,Ontario,,M,"Copper, Nickel",Cobalt,PGE,Underground,,Producer,,,Underground,,
Congo,-14.42777,-71.76961,SA,Peru,,,M,Copper,,"Gold, Silver",Surface-Underground,,Producer,,,Surface,,
Labu Mine,6.20097,101.18309,AS,Thailand,,,M,Tin,,,Surface,,Producer,,,Surface,,
Pyhasalmi,63.65771,25.05159,EU,Finland,,,B,"Zinc, Copper","Silver, Gold, Sulfur",Barium-Barite,Underground,,Producer,,,Underground,,
Larco Euboea Mines,38.49883,23.75172,EU,Greece,,,M,Nickel,,,Surface,,Producer,,,Surface,,
Bolani,22.09944,85.3302,AS,India,,,M,Iron,,,Surface,,Producer,,,Surface,,
Sablayan,13.06702,121.1493,AS,Philippines,,,M,Nickel,,,Surface,,Prospect,,,Surface,,
Sk Minerals,7.8841,99.18314,AS,Thailand,,,N,Fluorine-Fluorite,,,Surface,,Producer,,,Surface,,
Marquesado,37.041,-3.14431,EU,Spain,,,M,Iron,,,Surface,,Producer,,,Surface,,
Ino-Capayang,13.20031,121.89928,AS,Philippines,Sulu,,M,Copper,,,Surface,,Past Producer,,,Surface,,
Yubileynoe Mine,40.63152,69.61745,AS,Tajikistan,,,M,"Copper, Tungsten, Molybdenum",,,Underground,,Producer,,,Underground,,
Konya Area,38.19872,32.43489,AS,Turkey,Konya,,M,Mercury,,,Underground,,Producer,,,Underground,,
Pomalaa - Aneka Tambang,-3.99801,120.99933,AS,Indonesia,,,M,Nickel,,,Surface,,Producer,,,Surface,,
Exmibal Mine and Refiner,16.50077,-89.33336,NA,Guatemala,Izabal,,M,Nickel,"Cobalt, Copper",,Surface,,Past Producer,,,Surface,,
Niquelandia Codemin,-14.5477,-48.38237,SA,Brazil,Goias,,M,Nickel,,,Surface,,Producer,,,Surface,,
Los Barrancos,7.30181,-63.19941,SA,Venezuela,Bolivar,,M,Iron,,,Surface,,Producer,,,Surface,,
Farallon Negro,-27.41416,-66.74944,SA,Argentina,Catamarca,,M,"Copper, Manganese","Silver, Gold",Lead,Underground,,Producer,"Galena, Gold, Pyrolusite, Argentite, Manganite","Calcite, Quartz",Underground,"Tuff,Volcanic Breccia (Agglomerate),Andesite,Basalt",
Sabina-Tatestown,53.68909,-6.73931,EU,Ireland,Meath,,M,"Zinc, Lead",,,Underground,,Prospect,,,Underground,,
Masbate Island,12.43368,123.53255,AS,Philippines,Masbate,,M,"Gold, Silver",,,Surface,,Producer,,,Surface,,
Hazara-Kakul,34.21795,73.20058,AS,Pakistan,,,N,Phosphorus-Phosphates,,,Underground,,Producer,,,Underground,,
Mansar,21.39951,79.26036,AS,India,Maharashtra,,M,Manganese,,,Underground,,Producer,,,Underground,,
Ewarton,18.23398,-77.13304,CR,Jamaica,,,M,Aluminum,,,Surface,,Producer,,,Surface,,
Irahuan Venture/Macasset/Peak,9.83392,118.62437,AS,Philippines,,,M,Chromium,,,Surface,,Past Producer,,,Surface,,
King Solomon's Mine,29.74915,34.9181,AS,Israel,,,M,Copper,,,Underground,,Past Producer,,,Underground,,
Montego,39.04904,8.75184,EU,Italy,Sardegna,,B,Barium-Barite,"Lead, Silver",Fluorine-Fluorite,Underground,,Producer,,,Underground,,
Pangushan Tungsten Mine,25.83247,115.49939,AS,China,Jiangxi [Kiangsi],,M,"Tungsten, Bismuth",,,Underground,,Producer,,,Underground,,
Rajpura-Dariba,24.99923,74.16721,AS,India,Rajasthan,,M,"Lead, Zinc",,,Underground,,Producer,,,Underground,,
Gorubso Division Ii,41.3654,25.11847,EU,Bulgaria,Plovdiv,,M,"Lead, Zinc",,"Silver, Copper",Underground,,Producer,,,Underground,,
Krushevdol,41.482,24.93508,EU,Bulgaria,Plovdiv,,M,"Lead, Zinc",,,Underground,,Producer,,,Underground,,
Southern Malayan Tin Dredging,4.30116,101.09979,AS,Malaysia,,,M,Tin,,,Surface,,Producer,,,Surface,,
Karareis Kiremiticiler,38.4921,26.42358,AS,Turkey,Izmir,,M,Mercury,,,Underground,,Past Producer,,,Underground,,
Batong Buhay,17.36662,121.13259,AS,Philippines,,,M,"Gold, Copper",,,Underground,,Past Producer,,,Underground,,
Nuasahi Chromite Mines,21.26621,86.31688,AS,India,Orissa,,M,Chromium,,,Surface,,Producer,,,Surface,,
La Roquette/Montplaisir Deposit,43.66568,4.63529,EU,France,,,M,Aluminum,,,Underground,,Producer,,,Underground,,
Cerro Verde,-16.531,-71.5663,SA,Peru,Arequipa,,M,Copper,"Gold, Molybdenum, Silver",,Surface,,Producer,,,Surface,,
El Aguila,-8.49801,-77.66646,SA,Peru,Ancash,,M,Copper,"Gold, Molybdenum, Silver",,Surface-Underground,,Past Producer,,,"Surface, Underground",,
Panasquiera,40.66597,-8.49814,EU,Portugal,Faro,,M,Tungsten,"Copper, Tin",,Underground,,Producer,,,Underground,,
Colavi,-19.31431,-65.53274,SA,Bolivia,Potosi,,M,Tin,,,Underground,,Producer,,,Underground,,
Stekenjokk,65.09877,14.45334,EU,Sweden,,,M,"Zinc, Copper",,"Silver, Gold",Underground,,Past Producer,,,Underground,,
Carajas-Serra Norte,-5.9314,-50.16583,SA,Brazil,Para,,M,Iron,,,Surface,,Producer,,,Surface,,
Santa Cruz Nickel Deposit,15.47009,119.52933,AS,Philippines,,,B,Nickel,,"Water, Free, Cobalt, Iron",Surface,,Prospect,,,Surface,,
Ojo De Gallo,-21.94755,-68.84951,SA,Chile,Antofagasta,,M,Copper,,,Surface,,Past Producer,,,Surface,,
Zhongxiang Phosphate Mine,31.18205,112.39944,AS,China,Hubei [Hupeh],,N,Phosphorus-Phosphates,,,Underground,,Producer,,,Underground,,
Saint-Salvy Tarn,43.63232,2.38529,EU,France,,,B,Zinc,"Cadmium, Silver, Lead, Germanium",,Underground,,Producer,,,Underground,,
Soridag,38.50691,39.80147,AS,Turkey,Elazig,,M,Chromium,,,Underground,,Producer,,,Underground,,
Jajce,44.34874,17.28525,EU,Bosnia and Herzegovina,,,M,Aluminum,,,Surface-Underground,,Producer,,,"Surface, Underground",,
Kvaisi,42.5151,43.65148,EU,Georgia,,,M,"Lead, Zinc",,,Underground,,Producer,,,Underground,,
Basay,9.26069,122.75257,AS,Philippines,,,M,Copper,"Silver, Molybdenum, Gold",,Surface-Underground,,Past Producer,,,"Surface, Underground",,
Garpenberg,60.30865,16.16282,EU,Sweden,Stockholms Lan,,B,"Zinc, Silver, Talc-Soapstone","Copper, Lead, Gold",,Underground,,Past Producer,,,Underground,,
Sao Joao Da Barro Buena,-21.51413,-41.08219,SA,Brazil,Rio De Janeiro,,M,REE,"Zirconium, Titanium",,Surface,,Producer,,,Surface,,
Arroyos Azules,24.58791,-101.43929,NA,Mexico,Zacatecas,,M,Copper,"Silver, Gold",,Underground,,Past Producer,,,"Surface, Underground",,
Toranica,42.16682,22.48493,EU,Macedonia,,,M,Zinc,"Lead, Silver",,Underground,,Producer,,,Underground,,
Mochia Balariamagra,24.59925,73.78382,AS,India,Rajasthan,,M,"Lead, Zinc",,,Underground,,Producer,,,Underground,,
Poljske Pogradec,40.94879,20.61851,EU,Albania,Pogradec,,M,Chromium,,,Underground,,Producer,,,Underground,,
Vazante,-17.86427,-46.93232,SA,Brazil,Minas Gerais,,M,Zinc,,,Surface-Underground,,Producer,,,"Surface, Underground",,
Sierra Mining Co.,9.05068,99.79982,AS,Thailand,,,M,Tin,,,Surface,,Producer,,,Surface,,
Vihanti,64.47853,25.01979,EU,Finland,,,B,"Zinc, Lead, Copper","Silver, Gold",Sulfur,Underground,,Past Producer,,,Underground,,
El Hasa/El Abiad,30.81577,36.00141,AS,Jordan,,,N,Phosphorus-Phosphates,,,Surface,,Producer,,,Surface,,
Montes Carlos,-15.33098,-51.49913,SA,Brazil,Goias,,M,Nickel,,,Surface,,Prospect,,,Surface,,
Sabena,7.25089,126.0992,AS,Philippines,,,M,Copper,"Gold, Silver",,Surface,,Past Producer,,,Surface,,
Nok Hoog Mine,8.66742,98.49986,AS,Thailand,,,M,Tin,Tungsten,,Surface,,Producer,,,Surface,,
Ingichke Mine,39.83159,65.83415,AS,Uzbekistan,,,M,"Copper, Tungsten",,,Underground,,Producer,,,Underground,,
Arad,31.11576,35.20142,AS,Israel,,,B,Phosphorus-Phosphates,,"Uranium, Silica, Magnesite, Iron, Aluminum, Sodium, Fluorine-Fluorite, Chlorine, Calcium",Surface,,Producer,,,Surface,,
Antonovogorsk Mine,50.53118,116.2491,EU,Russia,,,M,Tungsten,"Bismuth, Copper, Lead, Molybdenum",,Underground,,Producer,,,Underground,,
Durban Roodepoort Deep,-26.19661,27.87145,AF,South Africa,,,M,Gold,Silver,,Underground,,Producer,,,Underground,,
Plutonic,-25.29635,118.36602,OC,Australia,Western Australia,,M,Gold,,,Surface,,Producer,,,Surface,,
Belinga,13.23385,11.00147,AF,Gabon,Ogooue-Ivindo,,M,Iron,,,Surface,,Prospect,,,Surface,,
O'Okiep,-29.59659,17.8849,AF,South Africa,,,M,Copper,"Silver, Gold",,Underground,,Producer,,,Underground,,
Lady Annie/Lady Jane,-19.66351,139.1656,OC,Australia,Queensland,,N,Phosphorus-Phosphates,,,Surface,,Prospect,,,Surface,,
Wologisi,7.50107,-10.49859,AF,Liberia,,,M,Iron,,,Surface,,Prospect,,,Surface,,
Marampa,8.70099,-13.2986,AF,Sierra Leone,,,M,Iron,,,Surface,,Past Producer,,,Surface,,
Goldenrae Alluvial Project,6.25113,-0.62356,AF,Ghana,Eastern,,M,Gold,Silver,,Placer,,Prospect,,,Underground,,
Ambatory+Analamy/Moramanga Prospect,-18.91355,48.25107,AF,Madagascar,Antananarivo,,M,Nickel,,,Surface,,Prospect,,,Surface,,
Los Verdes,28.37244,-109.15201,NA,Mexico,Sonora,,M,Tungsten,"Copper, Molybdenum",,Surface,,Producer,,,Surface,,
Maandagshoek,-24.52166,30.1806,AF,South Africa,,,M,Platinum,"Chromium, Copper, Gold, Nickel","Iridium, Osmium, Palladium, Rhodium, Ruthenium",Underground,,Producer,,,Underground,,
Epoch,-20.43017,30.35136,AF,Zimbabwe,,,M,Nickel,Copper,,Underground,,Producer,,,Underground,,
Beatrix,-28.27984,26.76819,AF,South Africa,Free State,,M,Gold,Silver,Uranium,Underground,,Producer,,,Underground,,
Rhodes Ridge,-28.12951,119.38257,OC,Australia,Western Australia,,M,Iron,,,Surface,,Prospect,,,Surface,,
Cable Sands Operations,-33.56267,115.54933,OC,Australia,Western Australia,,B,"Zirconium, Phosphorus-Phosphates, Titanium",,,Surface,,Producer,,,"Surface, Water",,
Wessels,-27.16332,22.83482,AF,South Africa,,,B,Manganese,,"Iron, Magnesite, Phosphorus-Phosphates, Silica",Underground,,Producer,,,Underground,,
Ezuri,40.26517,140.56531,AS,Japan,Akita,,B,Zinc,"Silver, Lead, Gold, Copper, Sulfur",Barium-Barite,Underground,,Past Producer,,,Underground,,
Tsumeb,-19.22534,17.71367,AF,Namibia,,,B,"Copper, Lead",Silver,"Zinc, Cadmium, Germanium",Underground,,Producer,,,Underground,,
Bougainville,-6.33117,155.49871,OC,Papua New Guinea,,,M,"Copper, Gold",Silver,,Surface,,Producer,,,Surface,,
Batchelder Mine,41.1839,-107.2744,NA,United States,Wyoming,Carbon,M,Copper,,,Underground,,Prospect,,,Underground,,
Douar Hajar,31.2329,-7.91505,AF,Morocco,,,M,"Zinc, Lead","Silver, Copper",,Underground,,Producer,,,Underground,,
Venterspost,-26.29661,27.63146,AF,South Africa,,,B,Gold,"Silver, Sulfur",,Underground,,Producer,,,Underground,,
Marico,-25.71335,26.08477,AF,South Africa,,,N,Fluorine-Fluorite,,,Surface,,Producer,,,Surface,,
Abosso,5.3679,-1.94856,AF,Ghana,Western,,M,Gold,Silver,,Surface-Underground,,Prospect,,,Underground,,
Tourtite Antimony Mine,32.48266,5.835,AF,Morocco,Meknes,,M,Antimony,,,Underground,,Producer,,,Underground,,
Witwatersrand Nigel,-26.49659,28.39315,AF,South Africa,,,M,Gold,Silver,,Underground,,Producer,,,Underground,,
Impinge,-16.89709,30.83463,AF,Zimbabwe,,,M,Chromium,,,Underground,,Producer,,,Underground,,
Xinhun Molybdenum Mine,41.54821,120.44911,AS,China,Liaoning,,M,Molybdenum,,,Underground,,Producer,,,Underground,,
Harper,-22.32677,30.05138,AF,South Africa,,,M,Copper,,,Underground,,Producer,,,Underground,,
Kara,-41.32943,146.79845,OC,Australia,Tasmania,,M,Tungsten,,,Surface,,Producer,,,Surface,,
Maryland,-17.61374,30.54304,AF,Zimbabwe,,,M,Chromium,,,Underground,,Producer,,,Underground,,
Gladstone,-23.99664,151.49866,OC,Australia,Queensland,,M,"Titanium, Iron, Zirconium",,,Surface,,Prospect,,,Surface,,
Gamsberg,-29.24659,18.96828,AF,South Africa,,,M,Zinc,Lead,,Underground,,Prospect,,,Underground,,
Panzhihua Ti-Magnetite Operation,26.54907,101.83305,AS,China,Sichuan [Szechwan],,M,Titanium,Vanadium,,Surface,,Producer,,,Surface,,
Seksaoua,30.89573,-9.19836,AF,Morocco,Marrakech,,N,Barium-Barite,,,Underground,,Producer,,,Underground,,
Pp Rust Potgietersrus,-24.0217,28.82222,AF,South Africa,,,M,Platinum,"Copper, Gold, Nickel","Iridium, Osmium, Palladium, Rhodium, Ruthenium",Surface,,Producer,,,Underground,,
Black Mountain,-29.19659,18.83488,AF,South Africa,,,M,"Lead, Silver, Copper, Zinc",,,Underground,,Producer,,,Underground,,
Wingellina,-26.41305,129.08235,OC,Australia,Western Australia,,M,Nickel,,,Surface,,Prospect,,,Surface,,
Christmas Island No. 1,-10.41932,105.71547,OC,Australia,Territory of Christmas Island,,N,Phosphorus-Phosphates,,,Surface,,Prospect,,,Surface,,
Rutala,-18.397,30.44304,AF,Zimbabwe,,,M,Chromium,,,Underground,,Past Producer,,,Underground,,
Gunpowder / Mammoth,-19.46352,139.36559,OC,Australia,Queensland,,M,Copper,,,Underground,,Producer,,,Underground,,
Kindia Debele,9.95091,-12.81529,AF,Guinea,Kindia,,M,Aluminum,,,Surface,,Producer,,,Surface,,
Ok Tedi,-5.20544,141.13612,OC,Papua New Guinea,,,M,"Copper, Gold","Molybdenum, Silver",,Surface,,Producer,,Obsidian,Surface,,
Nchwaning,-27.16332,22.83482,AF,South Africa,,,B,Manganese,,"Iron, Phosphorus-Phosphates, Silica",Underground,,Producer,,,Underground,,
Northern Deposits,-18.66357,138.33222,OC,Australia,Queensland,,N,Phosphorus-Phosphates,,,Surface,,Prospect,,,Surface,,
Railway Block,-19.65522,29.99026,AF,Zimbabwe,Midlands,,M,Chromium,,,Underground,,Producer,,,Underground,,
D-Tree,-19.7135,138.9489,OC,Australia,Queensland,,N,Phosphorus-Phosphates,,,Surface,,Prospect,,,Surface,,
Beaver Creek,36.07569,-83.63819,NA,United States,Tennessee,Jefferson,B,Zinc,"Stone, Crushed/Broken",,Underground,,Past Producer,,,Underground,,
Severny,69.41522,30.50362,EU,Russia,,,M,"Copper, Nickel",,,Underground,,Producer,,,Underground,,
Fria,10.45087,-13.5653,AF,Guinea,Fria,,M,Aluminum,,,Surface,,Producer,,,Surface,,
No Alternate Name,46.51439,-81.06588,NA,Canada,Ontario,,M,Nickel,Copper,,Surface-Underground,,Past Producer,,,Underground,,
Hay/Noro,-17.03878,30.75133,AF,Zimbabwe,,,M,Chromium,,,Underground,,Producer,,,Underground,,
Marigold Mine,40.6102,-116.19869,NA,United States,Nevada,Humboldt,B,Gold,Silver,"Arsenic, Antimony, Mercury, Barium-Barite, Manganese",Surface-Underground,M,Producer,Gold,"Barite, Calcite, Jarosite, Hematite, Limonite",Surface,"Quartzite,Argillite,Conglomerate,Sandstone,Siltstone,Shale",Porphyry
Rio Tinto Mine,41.81242,-115.98172,NA,United States,Nevada,Elko,M,Copper,"Silver, Gold","Zinc, Lead",Underground,L,Past Producer,"Chalcopyrite, Bornite, Chalcocite, Covellite, Sphalerite, Galena, Malachite, Cuprite, Azurite, Copper","Quartz, Pyrite",Underground,"Shale,Quartzite",Plutonic Rock
Sleeper Mine,41.3338,-118.0524,NA,United States,Nevada,Humboldt,B,"Gold, Silver",,"Barium-Barite, Bismuth, Copper, Lead, Tellurium, Zinc, Cobalt, Nickel, Molybdenum, Sulfur, Arsenic, Selenium, Antimony, Mercury, Thallium, Potassium",Surface,M,Producer,Gold,"Quartz, Adularia, Stibnite, Pyrite, Marcasite, Opal, Cristobalite, Sericite, Alunite, Kaolinite, Barite, Illite, Jarosite",Surface,"Rhyolite,Porphyry,Andesite,Phyllite,Slate,Quartzite",
Tusc Deposit,40.8031,-116.23625,NA,United States,Nevada,Eureka,B,"Gold, Silver",,"Arsenic, Antimony, Barium-Barite, Mercury, Copper, Lead, Zinc",Surface,N,Producer,"Gold, Arsenopyrite, Cinnabar, Galena, Pyrite, Realgar, Stibnite","Kaolinite, Alunite, Sericite, Illite, Barite, Hematite, Calcite, Quartz",Surface,"Limestone,Siltstone,Chert,Argillite",
Flowery Mine,39.31939,-119.59515,NA,United States,Nevada,Storey,,Gold,"Zinc, Lead, Silver","Copper, Manganese, Iron",Surface-Underground,M,Producer,"Chalcopyrite, Sphalerite, Galena, Pyrite, Gold, Silver, Iron","Quartz, Kaolinite, Dickite, Illite, Chlorite, Alunite",Underground,Andesite,
Round Mountain Placers,38.70632,-117.08398,NA,United States,Nevada,Nye,M,Gold,Silver,,Placer,M,Past Producer,"Gold, Magnetite, Scheelite",,Surface,"Gravel,Alluvium",
Hall Molybdenum Mine,38.3211,-117.2969,NA,United States,Nevada,Nye,M,"Copper, Molybdenum","Silver, Gold",,Surface-Underground,Y,Producer,"Molybdenite, Chalcopyrite, Ferrimolybdite, Powellite, Ilsemannite, Chalcocite, Malachite, Azurite, Galena, Pyrrhotite, Sphalerite","Pyrite, Chalcopyrite, Limonite, Sericite, Quartz","Underground, Surface","Quartzite,Schist","Quartz Monzonite,Alkali-Granite (Alaskite)"
Alligator Ridge Mine,39.7602,-115.51839,NA,United States,Nevada,White Pine,M,"Gold, Silver",,"Antimony, Mercury",Surface,L,Producer,Gold,"Quartz, Barite, Calcite, Gypsum, Alunite, Kaolinite, Stibnite, Pyrite, Orpiment, Realgar, Jarosite, Hematite, Stibiconite, Goethite",Surface,"Siltstone,Limestone",Claystone
Gooseberry Mine,39.48396,-119.46595,NA,United States,Nevada,Storey,M,"Gold, Silver",,"Copper, Lead, Zinc",Surface-Underground,S,Producer,"Gold, Electrum, Chalcopyrite, Tetrahedrite, Stephanite, Silver, Argentite, Polybasite, Sphalerite, Galena","Quartz, Calcite, Dolomite, Gypsum, Jarosite, Adularia, Pyrite",Surface/Underground,"Dacite,Rhyodacite,Tuff,Volcanic Breccia (Agglomerate)",
Sterling Mine,36.82914,-116.64032,NA,United States,Nevada,Nye,B,Gold,Silver,Fluorine-Fluorite,Surface-Underground,S,Producer,Gold,"Quartz, Calcite, Fluorite, Sericite, Alunite, Limonite, Jarosite, Clay",Surface/Underground,"Siltstone,Dolomite",Quartz Latite
Ann Mason Copper Deposit,38.95991,-119.27098,NA,United States,Nevada,Lyon,,Copper,"Molybdenum, Silver, Gold",,Surface,N,Prospect,"Bornite, Chalcopyrite, Pyrite, Chalcocite",,Underground,"Granite,Quartz Monzonite","Alkalic Volcanic Rock,Sedimentary Rock,Volcanic Rock (Aphanitic)"
Hycroft Gold Mine,40.8691,-118.688,NA,United States,Nevada,Humboldt,B,"Gold, Silver",Mercury,"Sulfur, Antimony",Surface,S,Producer,Gold,"Pyrite, Silica, Jarosite, Sulfur, Alunite, Stibnite, Stibiconite, Barite",Surface,"Volcanic Rock (Aphanitic),Volcanic Breccia (Agglomerate),Mixed Clastic/Volcanic Rock,Conglomerate",Volcanic Rock (Aphanitic)
Florida Canyon Gold Mine,40.57933,-118.23931,NA,United States,Nevada,Pershing,B,Gold,"Silver, Mercury, Kaolin","Arsenic, Barium-Barite, Sulfur",Surface-Underground,M,Producer,"Gold, Electrum, Kaolinite","Quartz, Kaolinite, Alunite, Pyrite, Marcasite, Arsenopyrite, Hematite, Limonite, Goethite, Opal, Calcite, Barite, Sulfur, Cinnabar, Fluorite, Magnetite, Adularia",Surface,"Siltstone,Mudstone","Andesite,Rhyolite,Tuff,Dolomite,Limestone,Siltstone,Mafic Volcanic Rock"
